time,open,high,low,close,tick_volume,spread,real_volume
2026-02-23 09:00:00,193590.0,193770.0,193465.0,193625.0,7645,0,78024
2026-02-23 09:01:00,193625.0,193715.0,193445.0,193690.0,13137,0,52344
2026-02-23 09:02:00,193685.0,193740.0,193385.0,193405.0,10903,0,55909
2026-02-23 09:03:00,193405.0,193830.0,193385.0,193765.0,13338,0,68279
2026-02-23 09:04:00,193760.0,193770.0,193545.0,193575.0,7558,0,35415
2026-02-23 09:05:00,193580.0,193600.0,193315.0,193500.0,14206,0,74870
2026-02-23 09:06:00,193500.0,193650.0,193435.0,193590.0,6742,0,32858
2026-02-23 09:07:00,193595.0,193615.0,193475.0,193505.0,4336,0,20014
2026-02-23 09:08:00,193500.0,193625.0,193460.0,193600.0,3587,0,17675
2026-02-23 09:09:00,193600.0,193690.0,193510.0,193545.0,6047,0,33349
2026-02-23 09:10:00,193545.0,193580.0,193415.0,193455.0,6214,0,32227
2026-02-23 09:11:00,193455.0,193535.0,193340.0,193375.0,6333,0,34459
2026-02-23 09:12:00,193370.0,193435.0,193300.0,193355.0,7540,0,41511
2026-02-23 09:13:00,193355.0,193415.0,193240.0,193290.0,8060,0,47625
2026-02-23 09:14:00,193290.0,193490.0,193280.0,193395.0,9768,0,55537
2026-02-23 09:15:00,193390.0,193430.0,193300.0,193335.0,6479,0,33939
2026-02-23 09:16:00,193335.0,193380.0,193025.0,193030.0,13499,0,81309
2026-02-23 09:17:00,193030.0,193095.0,192815.0,192815.0,12398,0,74378
2026-02-23 09:18:00,192815.0,192850.0,192740.0,192795.0,8303,0,48937
2026-02-23 09:19:00,192790.0,192820.0,192670.0,192780.0,8813,0,53425
2026-02-23 09:20:00,192780.0,192805.0,192690.0,192775.0,6229,0,33374
2026-02-23 09:21:00,192775.0,192780.0,192720.0,192760.0,2875,0,15927
2026-02-23 09:22:00,192760.0,192770.0,192650.0,192675.0,6947,0,44792
2026-02-23 09:23:00,192680.0,192895.0,192675.0,192860.0,9348,0,55171
2026-02-23 09:24:00,192860.0,192905.0,192735.0,192750.0,7235,0,44467
2026-02-23 09:25:00,192750.0,192765.0,192655.0,192690.0,6116,0,33566
2026-02-23 09:26:00,192685.0,192800.0,192650.0,192700.0,8110,0,53848
2026-02-23 09:27:00,192705.0,192890.0,192660.0,192805.0,8173,0,51667
2026-02-23 09:28:00,192810.0,192920.0,192780.0,192915.0,4837,0,32433
2026-02-23 09:29:00,192915.0,192995.0,192900.0,192925.0,7381,0,43726
2026-02-23 09:30:00,192925.0,192930.0,192745.0,192745.0,10056,0,63337
2026-02-23 09:31:00,192750.0,192860.0,192735.0,192825.0,6307,0,41004
2026-02-23 09:32:00,192825.0,192880.0,192655.0,192675.0,8105,0,56275
2026-02-23 09:33:00,192670.0,192820.0,192665.0,192800.0,5634,0,35421
2026-02-23 09:34:00,192795.0,192825.0,192730.0,192810.0,3658,0,24034
2026-02-23 09:35:00,192815.0,192820.0,192710.0,192715.0,3271,0,20535
2026-02-23 09:36:00,192715.0,192795.0,192695.0,192750.0,3845,0,28939
2026-02-23 09:37:00,192755.0,192805.0,192715.0,192760.0,2973,0,19069
2026-02-23 09:38:00,192755.0,192850.0,192730.0,192820.0,3705,0,23910
2026-02-23 09:39:00,192825.0,192860.0,192760.0,192825.0,2964,0,19563
2026-02-23 09:40:00,192830.0,192900.0,192795.0,192890.0,4466,0,27467
2026-02-23 09:41:00,192895.0,192900.0,192690.0,192695.0,6455,0,41825
2026-02-23 09:42:00,192695.0,192725.0,192475.0,192520.0,13603,0,87940
2026-02-23 09:43:00,192525.0,192685.0,192505.0,192675.0,7659,0,47723
2026-02-23 09:44:00,192675.0,192735.0,192600.0,192725.0,5875,0,36524
2026-02-23 09:45:00,192730.0,192775.0,192650.0,192685.0,5670,0,36529
2026-02-23 09:46:00,192685.0,192715.0,192530.0,192550.0,7336,0,45906
2026-02-23 09:47:00,192550.0,192810.0,192540.0,192770.0,8571,0,57298
2026-02-23 09:48:00,192770.0,192795.0,192635.0,192660.0,5579,0,37750
2026-02-23 09:49:00,192665.0,192810.0,192660.0,192730.0,5522,0,35862
2026-02-23 09:50:00,192735.0,192780.0,192680.0,192690.0,4522,0,28406
2026-02-23 09:51:00,192695.0,192765.0,192675.0,192730.0,3109,0,19818
2026-02-23 09:52:00,192730.0,192810.0,192710.0,192725.0,3038,0,20170
2026-02-23 09:53:00,192725.0,192835.0,192680.0,192815.0,4762,0,30896
2026-02-23 09:54:00,192815.0,192815.0,192680.0,192700.0,4422,0,25772
2026-02-23 09:55:00,192700.0,192700.0,192510.0,192550.0,8658,0,53973
2026-02-23 09:56:00,192545.0,192670.0,192540.0,192610.0,4565,0,29882
2026-02-23 09:57:00,192610.0,192610.0,192455.0,192505.0,7023,0,47300
2026-02-23 09:58:00,192505.0,192625.0,192500.0,192595.0,4100,0,26788
2026-02-23 09:59:00,192595.0,192615.0,192495.0,192560.0,3548,0,21780
2026-02-23 10:00:00,192560.0,192810.0,192560.0,192805.0,11639,0,81789
2026-02-23 10:01:00,192805.0,192825.0,192650.0,192715.0,8235,0,54977
2026-02-23 10:02:00,192710.0,192880.0,192690.0,192870.0,7881,0,55269
2026-02-23 10:03:00,192870.0,193030.0,192845.0,193000.0,13063,0,81089
2026-02-23 10:04:00,193000.0,193050.0,192870.0,192910.0,9292,0,55859
2026-02-23 10:05:00,192910.0,193110.0,192895.0,193090.0,8797,0,56704
2026-02-23 10:06:00,193090.0,193175.0,193030.0,193035.0,13203,0,74020
2026-02-23 10:07:00,193040.0,193195.0,193040.0,193185.0,8201,0,50232
2026-02-23 10:08:00,193190.0,193380.0,193155.0,193255.0,14932,0,85892
2026-02-23 10:09:00,193255.0,193290.0,193095.0,193150.0,8723,0,51381
2026-02-23 10:10:00,193150.0,193270.0,193120.0,193150.0,8792,0,49310
2026-02-23 10:11:00,193150.0,193265.0,193095.0,193155.0,8676,0,52955
