time,open,high,low,close,tick_volume,spread,real_volume,rsi,sma_20,std_20,upper_bb,lower_bb,atr_current,ema30,ema90,vol_sma,day,vwap,vwap_std,cvd,ofi,volume_ratio,regime,dir_prob
2026-02-25 14:34:00,194360.0,194485.0,194345.0,194470.0,8673,5,30900,89.71788422032775,194121.25,138.01101214665667,194397.2720242933,193845.2279757067,86.42857142857143,194139.5737943701,194157.6470630167,5532.15,2026-02-25,194622.98875740753,130.59521296433175,-1328.0,0.7857142856581633,1.5677449093000593,0,0.85
2026-02-25 14:35:00,194475.0,194530.0,194425.0,194460.0,10071,5,36009,86.38647886236377,194146.5,151.5281804607417,194449.55636092147,193843.44363907853,87.85714285714286,194160.24645279787,194164.29218251084,5841.85,2026-02-25,194622.5065529431,147.38569760907941,-11399.0,-0.14285714284353743,1.7239401901765297,0,0.10807446484882238
2026-02-25 14:36:00,194465.0,194490.0,194365.0,194405.0,7385,5,24738,68.8183530140495,194168.0,156.3430775403715,194480.68615508074,193855.31384491926,88.57142857142857,194176.03700423028,194169.5824642139,6035.9,2026-02-25,194622.03445485933,154.4797674068308,-18784.0,-0.47999999996160003,1.2235126493129054,0,0.043754977203200825
2026-02-25 14:37:00,194405.0,194415.0,194285.0,194320.0,8736,5,29057,49.40768710732404,194186.0,151.79279505838005,194489.58559011677,193882.41440988323,93.57142857142857,194185.32493944126,194172.88834412125,6251.5,2026-02-25,194621.25881267406,152.4990652834649,-27520.0,-0.653846153795858,1.3974246180894228,0,0.020552780782606937
2026-02-25 14:38:00,194325.0,194345.0,194275.0,194325.0,4308,5,13851,50.43562502308885,194202.25,148.18618267874203,194498.62236535747,193905.87763464253,93.57142857142857,194194.33623367085,194176.23145743724,6154.25,2026-02-25,194620.84402835602,148.3199037880374,-27520.0,0.0,0.7000040622322785,0,0.07457571285189286
2026-02-25 14:39:00,194325.0,194450.0,194315.0,194435.0,8029,5,27000,68.2024206042836,194219.25,154.59858888186812,194528.44717776374,193910.05282223626,100.0,194209.86292827275,194181.9186781529,6221.2,2026-02-25,194620.2879828905,151.60860176352972,-19491.0,0.8148148147544582,1.2905870250091773,0,0.012827330586566378
2026-02-25 14:40:00,194435.0,194460.0,194400.0,194440.0,5304,5,16689,68.83711470928569,194238.5,157.02078306976642,194552.54156613952,193924.45843386048,100.0,194224.71048128745,194187.5907951166,6237.9,2026-02-25,194619.97754035942,155.20433145680772,-14187.0,0.08333333331944444,0.8502861539927696,0,0.01802767449847366
2026-02-25 14:41:00,194440.0,194445.0,194250.0,194360.0,10309,5,32434,49.197161578374775,194256.75,148.19328594795437,194553.1365718959,193960.3634281041,110.71428571428571,194233.4388373334,194191.38000841072,6391.6,2026-02-25,194619.11436935898,148.57559558138593,-24496.0,-0.41025641023537146,1.6128981788572299,0,0.02060703219459793
2026-02-25 14:42:00,194365.0,194375.0,194335.0,194355.0,2152,5,6071,48.124472639890584,194271.75,141.73989335565406,194555.2297867113,193988.2702132887,108.92857142857143,194241.28149298934,194194.9760521819,6201.4,2026-02-25,194618.93711996116,141.12111156263353,-26648.0,-0.2499999999375,0.34701841519600896,0,0.015461411063636896
2026-02-25 14:43:00,194355.0,194415.0,194355.0,194375.0,3763,5,11475,53.223967327334975,194286.75,135.5619396207301,194557.87387924147,194015.62612075853,104.64285714285714,194249.90849344165,194198.93262246362,6247.85,2026-02-25,194618.65900842618,135.29248692206275,-22885.0,0.33333333327777775,0.6022871867912926,0,0.030854341996631996
