date,LEGACY_V22_pnl,LEGACY_V22_trades,LEGACY_V22_winrate,SOTA_V2_AI_pnl,SOTA_V2_AI_trades,SOTA_V2_AI_winrate
2026-02-16,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,77.35714285714202,9.0,55.55555555555556,-34.078571428568104,15.0,46.666666666666664
2026-02-19,85.50714285714203,10.0,70.0,67.25714285714201,21.0,52.38095238095239
2026-02-20,66.12857142857392,8.0,62.5,25.028571428573926,19.0,31.57894736842105
2026-02-23,62.849999999999994,9.0,66.66666666666666,112.5,20.0,60.0
2026-02-24,162.0,12.0,91.66666666666666,88.95714285714783,19.0,57.89473684210527
2026-02-25,10.421428571426073,11.0,54.54545454545454,33.74285714285797,19.0,47.368421052631575
